class,class_index,point,start_frame,stop_frame,video_id
"['fridge', 'open']","['12', '3']",25533,25515,25563,P06_07
"['food', 'insert']","['34', '5']",25606,25550,25652,P06_07
"['glove', 'put']","['60', '1']",361,246,371,P06_07
"['pin:rolling', 'take']","['136', '0']",25791,25739,25800,P06_07
"['dishwasher', 'open']","['70', '3']",25827,25815,25835,P06_07
"['pin:rolling', 'insert']","['136', '5']",25863,25837,25896,P06_07
"['dishwasher', 'close']","['70', '4']",25903,25896,25934,P06_07
"['flour', 'take']","['75', '0']",25943,25929,25963,P06_07
"['bag', 'wrap']","['19', '36']",25973,25957,26051,P06_07
"['cupboard', 'open']","['3', '3']",26054,26048,26080,P06_07
"['flour', 'insert']","['75', '5']",26084,26081,26108,P06_07
"['cupboard', 'close']","['3', '4']",26114,26109,26140,P06_07
"['tomato', 'take']","['43', '0']",26164,26141,26170,P06_07
"['chilli', 'take']","['69', '0']",26291,26234,26294,P06_07
"['bowl', 'take']","['7', '0']",26324,26312,26351,P06_07
"['fridge', 'open']","['12', '3']",26430,26425,26479,P06_07
"['food', 'insert']","['34', '5']",26505,26480,26651,P06_07
"['bag', 'take']","['19', '0']",26793,26778,26806,P06_07
"['bag', 'insert']","['19', '5']",26844,26798,26861,P06_07
"['fork', 'take']","['14', '0']",26911,26906,26929,P06_07
"['dishwasher', 'open']","['70', '3']",26942,26932,26955,P06_07
"['plate', 'take']","['2', '0']",27032,27011,27039,P06_07
"['plate', 'move']","['2', '11']",27075,27048,27086,P06_07
"['rubbish', 'insert']","['54', '5']",27344,27262,27383,P06_07
"['rubbish', 'take']","['54', '0']",27304,27267,27325,P06_07
"['spoon', 'take']","['1', '0']",27452,27438,27469,P06_07
"['spoon', 'insert']","['1', '5']",27521,27501,27540,P06_07
"['sponge', 'take']","['9', '0']",27603,27592,27623,P06_07
"['sponge', 'squeeze']","['9', '18']",27699,27630,27723,P06_07
"['top', 'wash']","['42', '2']",27743,27742,28118,P06_07
"['top', 'wash']","['42', '2']",28214,28169,28722,P06_07
"['sponge', 'wash']","['9', '2']",28924,28893,29035,P06_07
"['tap', 'turn-off']","['0', '8']",29077,29067,29090,P06_07
"['liquid:washing', 'take']","['22', '0']",29163,29153,29189,P06_07
"['cupboard', 'close']","['3', '4']",29196,29185,29216,P06_07
"['liquid:washing', 'open']","['22', '3']",29277,29211,29310,P06_07
"['liquid:washing', 'apply']","['22', '27']",29332,29315,29600,P06_07
"['cupboard', 'open']","['3', '3']",29639,29638,29665,P06_07
"['liquid:washing', 'put']","['22', '1']",29668,29659,29698,P06_07
"['sponge', 'wash']","['9', '2']",30497,30452,30603,P06_07
"['wall', 'wash']","['242', '2']",30646,30600,30688,P06_07
"['top', 'wash']","['42', '2']",30765,30688,30857,P06_07
"['oven', 'wash']","['46', '2']",31115,31077,31220,P06_07
"['sponge', 'wash']","['9', '2']",31413,31396,31511,P06_07
"['tap', 'turn-off']","['0', '8']",31544,31542,31572,P06_07
"['hand', 'wash']","['11', '2']",31611,31572,31628,P06_07
"['glove', 'take']","['60', '0']",416,371,435,P06_07
"['dough', 'take']","['25', '0']",2679,2628,2718,P06_07
"['dough', 'wrap']","['25', '36']",2879,2745,2891,P06_07
"['flour', 'take']","['75', '0']",2950,2897,2965,P06_07
"['flour', 'put']","['75', '1']",3155,2950,3158,P06_07
"['flour', 'apply']","['75', '27']",2998,2960,3016,P06_07
"['dough', 'squeeze']","['25', '18']",3233,3175,3391,P06_07
"['glove', 'put']","['60', '1']",482,438,511,P06_07
"['dough', 'roll']","['25', '47']",3519,3476,3997,P06_07
"['dough', 'roll']","['25', '47']",3966,3774,3967,P06_07
"['dough', 'roll']","['25', '47']",5028,4386,5053,P06_07
"['tray', 'take']","['35', '0']",5101,5048,5104,P06_07
"['dough', 'apply']","['25', '27']",5321,5189,5382,P06_07
"['flour', 'brush']","['75', '57']",5437,5388,5561,P06_07
"['flour', 'brush']","['75', '57']",5467,5452,5559,P06_07
"['drawer', 'open']","['8', '3']",553,514,596,P06_07
"['dough', 'cut']","['25', '7']",5831,5754,6173,P06_07
"['plate', 'remove']","['2', '12']",6416,6324,6447,P06_07
"['cupboard', 'close']","['3', '4']",6458,6368,6461,P06_07
"['oven', 'open']","['46', '3']",6533,6486,6534,P06_07
"['pizza', 'remove']","['91', '12']",6646,6581,6662,P06_07
"['oven', 'close']","['46', '4']",6726,6694,6740,P06_07
"['lid', 'put']","['6', '1']",6861,6801,6879,P06_07
"['pizza', 'put']","['91', '1']",6975,6888,6983,P06_07
"['tray', 'take']","['35', '0']",7100,6988,7168,P06_07
"['tray', 'put']","['35', '1']",7257,7208,7271,P06_07
"['pizza', 'take']","['91', '0']",7318,7257,7363,P06_07
"['tray', 'move']","['35', '11']",7439,7397,7456,P06_07
"['pizza', 'put']","['91', '1']",7573,7533,7622,P06_07
"['plate', 'take']","['2', '0']",705,657,711,P06_07
"['tray', 'take']","['35', '0']",7835,7780,7858,P06_07
"['dough', 'take']","['25', '0']",8009,7933,8091,P06_07
"['dough', 'take']","['25', '0']",8148,8127,8220,P06_07
"['dough', 'roll']","['25', '47']",8252,8130,8280,P06_07
"['knife', 'move']","['4', '11']",8282,8280,8331,P06_07
"['fork', 'move']","['14', '11']",8510,8498,8529,P06_07
"['oven', 'open']","['46', '3']",745,711,869,P06_07
"['flour', 'apply']","['75', '27']",8687,8624,8708,P06_07
"['dough', 'put']","['25', '1']",8849,8797,8869,P06_07
"['dough', 'press']","['25', '21']",8883,8834,8897,P06_07
"['dough', 'roll']","['25', '47']",8932,8899,9344,P06_07
"['flour', 'take']","['75', '0']",9349,9321,9359,P06_07
"['dough', 'roll']","['25', '47']",9504,9463,9696,P06_07
"['pizza', 'take']","['91', '0']",923,871,960,P06_07
"['dough', 'roll']","['25', '47']",10168,9788,10168,P06_07
"['dough', 'roll']","['25', '47']",10658,10598,10854,P06_07
"['tray', 'take']","['35', '0']",10899,10850,10910,P06_07
"['dough', 'flip']","['25', '22']",11048,11020,11066,P06_07
"['dough', 'apply']","['25', '27']",11156,11081,11269,P06_07
"['cupboard', 'open']","['3', '3']",150,103,156,P06_08
"['pepper', 'take']","['37', '0']",302,207,308,P06_08
"['carrot', 'take']","['41', '0']",525,419,565,P06_08
"['drawer', 'open']","['8', '3']",150,132,171,P06_09
"['drawer', 'remove']","['8', '12']",186,174,200,P06_09
"['onion', 'cut']","['16', '7']",8613,8542,8961,P06_09
"['fridge', 'open']","['12', '3']",28328,28323,28347,P06_09
"['chilli', 'insert']","['69', '5']",28358,28347,28382,P06_09
"['fridge', 'close']","['12', '4']",28388,28379,28407,P06_09
"['tomato', 'remove']","['43', '12']",28538,28469,28553,P06_09
"['onion', 'scrape']","['16', '25']",9043,9017,9279,P06_09
"['tomato', 'put']","['43', '1']",28591,28576,28611,P06_09
"['tomato', 'open']","['43', '3']",28980,28967,29524,P06_09
"['rubbish', 'insert']","['54', '5']",29550,29540,29568,P06_09
"['tomato', 'open']","['43', '3']",29633,29621,30218,P06_09
"['lid', 'remove']","['6', '12']",30250,30232,30278,P06_09
"['lid', 'put']","['6', '1']",30355,30255,30388,P06_09
"['lid', 'shake']","['6', '15']",30323,30308,30350,P06_09
"['pan', 'mix']","['5', '10']",30385,30376,30751,P06_09
"['cupboard', 'open']","['3', '3']",9332,9316,9354,P06_09
"['lid', 'put']","['6', '1']",30763,30761,30822,P06_09
"['spoon', 'put']","['1', '1']",30865,30832,30903,P06_09
"['chicken', 'take']","['57', '0']",30916,30915,30958,P06_09
"['chicken', 'take']","['57', '0']",31121,31103,31166,P06_09
"['chicken', 'cut']","['57', '7']",31194,31177,31229,P06_09
"['chicken', 'cut']","['57', '7']",31463,31186,31543,P06_09
"['chicken', 'take']","['57', '0']",31241,31238,31303,P06_09
"['rubbish', 'insert']","['54', '5']",31589,31573,31685,P06_09
"['hand', 'wash']","['11', '2']",31766,31742,31861,P06_09
"['lid', 'remove']","['6', '12']",31916,31908,31950,P06_09
"['spoon', 'take']","['1', '0']",32035,32035,32063,P06_09
"['pan', 'mix']","['5', '10']",32077,32070,32316,P06_09
"['oil', 'take']","['31', '0']",32852,32830,32864,P06_09
"['garlic', 'break']","['51', '30']",9521,9461,9941,P06_09
"['lid', 'remove']","['6', '12']",32882,32866,32900,P06_09
"['oil', 'pour']","['31', '9']",32912,32898,32966,P06_09
"['lid', 'put']","['6', '1']",32971,32967,33035,P06_09
"['oil', 'put']","['31', '1']",33040,33038,33080,P06_09
"['pan', 'mix']","['5', '10']",33111,33094,33669,P06_09
"['stock', 'open']","['95', '3']",33984,33860,34143,P06_09
"['stock', 'insert']","['95', '5']",34289,34287,34391,P06_09
"['cupboard', 'open']","['3', '3']",9959,9947,9977,P06_09
"['pan', 'mix']","['5', '10']",34936,34731,35144,P06_09
"['tomato', 'take']","['43', '0']",35192,35147,35233,P06_09
"['tomato', 'pour']","['43', '9']",35247,35236,35389,P06_09
"['tomato', 'shake']","['43', '15']",35402,35348,35468,P06_09
"['tomato', 'pour']","['43', '9']",35538,35529,35623,P06_09
"['pan', 'mix']","['5', '10']",36154,35979,36359,P06_09
"['garlic', 'insert']","['51', '5']",9989,9975,10020,P06_09
"['pan', 'mix']","['5', '10']",36527,36321,36591,P06_09
"['stock', 'take']","['95', '0']",36628,36610,36640,P06_09
"['stock', 'open']","['95', '3']",36749,36666,37046,P06_09
"['pan', 'mix']","['5', '10']",37230,37160,37962,P06_09
"['lid', 'put']","['6', '1']",37995,37989,38060,P06_09
"['heat', 'adjust']","['65', '17']",38139,38110,38219,P06_09
"['rubbish', 'take']","['54', '0']",38322,38272,38394,P06_09
"['pepper', 'remove']","['37', '12']",10067,10031,10420,P06_09
"['potato', 'put']","['30', '1']",39253,39090,39272,P06_09
"['lid', 'remove']","['6', '12']",39376,39371,39415,P06_09
"['pan', 'mix']","['5', '10']",39829,39428,40076,P06_09
"['spoon', 'put']","['1', '1']",40120,40110,40197,P06_09
"['pepper', 'open']","['37', '3']",10173,10125,10229,P06_09
"['pepper', 'cut']","['37', '7']",10474,10442,10503,P06_09
"['onion', 'scrape']","['16', '25']",3837,3779,3970,P06_09
"['pepper', 'remove']","['37', '12']",10601,10508,10718,P06_09
"['pepper', 'cut']","['37', '7']",10862,10849,10901,P06_09
"['pepper', 'remove']","['37', '12']",10932,10907,11069,P06_09
"['onion', 'mix']","['16', '10']",11117,11084,11200,P06_09
"['pepper', 'scrape']","['37', '25']",11878,11859,11984,P06_09
"['pepper', 'cut']","['37', '7']",12575,12007,12809,P06_09
"['pepper', 'scrape']","['37', '25']",12836,12818,13011,P06_09
"['pan', 'mix']","['5', '10']",13084,13044,13148,P06_09
"['heat', 'adjust']","['65', '17']",13202,13154,13203,P06_09
"['pepper', 'cut']","['37', '7']",13272,13248,14173,P06_09
"['onion', 'cut']","['16', '7']",5138,4219,5258,P06_09
"['pepper', 'scrape']","['37', '25']",14202,14200,14429,P06_09
"['pan', 'mix']","['5', '10']",14468,14451,14614,P06_09
"['heat', 'adjust']","['65', '17']",14638,14613,14658,P06_09
"['pan', 'mix']","['5', '10']",14742,14661,14919,P06_09
"['pepper', 'cut']","['37', '7']",15025,14961,15526,P06_09
"['pepper', 'insert']","['37', '5']",15629,15539,15666,P06_09
"['heat', 'adjust']","['65', '17']",15833,15808,15857,P06_09
"['fridge', 'open']","['12', '3']",15943,15929,15959,P06_09
"['onion', 'scrape']","['16', '25']",5360,5319,5512,P06_09
"['chilli', 'take']","['69', '0']",16269,16250,16278,P06_09
"['chilli', 'open']","['69', '3']",16425,16412,16465,P06_09
"['pan', 'mix']","['5', '10']",16985,16971,17099,P06_09
"['sausage', 'take']","['86', '0']",17154,17108,17213,P06_09
"['sausage', 'remove']","['86', '12']",17202,17156,17211,P06_09
"['sausage', 'take']","['86', '0']",17286,17245,17307,P06_09
"['drawer', 'open']","['8', '3']",5820,5793,5867,P06_09
"['rubbish', 'insert']","['54', '5']",17366,17336,17373,P06_09
"['sausage', 'cut']","['86', '7']",17444,17416,17705,P06_09
"['sausage', 'scrape']","['86', '25']",18834,18826,18915,P06_09
"['rubbish', 'insert']","['54', '5']",19288,19264,19336,P06_09
"['garlic', 'put']","['51', '1']",19457,19415,19538,P06_09
"['onion', 'mix']","['16', '10']",5943,5899,5996,P06_09
"['garlic', 'squeeze']","['51', '18']",19574,19557,19767,P06_09
"['garlic', 'cut']","['51', '7']",19824,19771,19944,P06_09
"['garlic', 'cut']","['51', '7']",20149,20100,20266,P06_09
"['garlic', 'peel']","['51', '19']",20417,20403,20466,P06_09
"['garlic', 'cut']","['51', '7']",20896,20875,21052,P06_09
"['garlic', 'peel']","['51', '19']",21102,21047,21260,P06_09
"['garlic', 'cut']","['51', '7']",21322,21293,21780,P06_09
"['garlic', 'cut']","['51', '7']",21646,21374,21791,P06_09
"['garlic', 'peel']","['51', '19']",21892,21876,22163,P06_09
"['onion', 'peel']","['16', '19']",6739,6647,6955,P06_09
"['heat', 'adjust']","['65', '17']",24050,24024,24071,P06_09
"['pan', 'mix']","['5', '10']",24232,24129,24461,P06_09
"['cupboard', 'open']","['3', '3']",24482,24465,24519,P06_09
"['pepper', 'remove']","['37', '12']",24541,24519,24557,P06_09
"['pepper', 'insert']","['37', '5']",24571,24559,24675,P06_09
"['onion', 'scrape']","['16', '25']",7850,7833,7965,P06_09
"['salt', 'take']","['38', '0']",24767,24754,24779,P06_09
"['salt', 'pour']","['38', '9']",24812,24782,24899,P06_09
"['salt', 'insert']","['38', '5']",24925,24906,24953,P06_09
"['pan', 'mix']","['5', '10']",24972,24953,25259,P06_09
"['heat', 'adjust']","['65', '17']",25270,25262,25302,P06_09
"['lid', 'put']","['6', '1']",25726,25582,25726,P06_09
"['spoon', 'remove']","['1', '12']",25696,25678,25707,P06_09
"['pepper', 'insert']","['37', '5']",25866,25853,25967,P06_09
"['carrot', 'take']","['41', '0']",25994,25947,26029,P06_09
"['rubbish', 'insert']","['54', '5']",26198,26178,26533,P06_09
"['rubbish', 'insert']","['54', '5']",26573,26539,26717,P06_09
"['rubbish', 'insert']","['54', '5']",26941,26741,27002,P06_09
"['hand', 'wash']","['11', '2']",27053,27048,27095,P06_09
"['fridge', 'open']","['12', '3']",145,110,197,P06_101
"['drawer', 'pull']","['8', '31']",233,198,285,P06_101
"['potato', 'take']","['30', '0']",1283,1253,1301,P06_101
"['garlic', 'cut']","['51', '7']",18395,18381,18615,P06_101
"['garlic', 'peel']","['51', '19']",18658,18641,18716,P06_101
"['board:chopping', 'scrape']","['18', '25']",18820,18776,18968,P06_101
"['cupboard', 'open']","['3', '3']",19160,19099,19215,P06_101
"['freezer', 'open']","['113', '3']",19345,19209,19388,P06_101
"['drawer', 'open']","['8', '3']",19420,19386,19452,P06_101
"['chilli', 'take']","['69', '0']",19583,19446,19787,P06_101
"['bag', 'take']","['19', '0']",19960,19789,19976,P06_101
"['drawer', 'close']","['8', '4']",1395,1368,1425,P06_101
"['fridge', 'close']","['12', '4']",20033,20025,20078,P06_101
"['chilli', 'put']","['69', '1']",20220,20211,20265,P06_101
"['chilli', 'cut']","['69', '7']",20333,20323,21665,P06_101
"['knife', 'wash']","['4', '2']",21783,21765,21815,P06_101
"['chilli', 'take']","['69', '0']",21845,21838,21868,P06_101
"['chilli', 'cut']","['69', '7']",21920,21913,22484,P06_101
"['knife', 'put']","['4', '1']",22595,22574,22597,P06_101
"['hob', 'adjust']","['24', '17']",22633,22613,22661,P06_101
"['garlic', 'take']","['51', '0']",1733,1696,1765,P06_101
"['pan', 'mix']","['5', '10']",22708,22691,22853,P06_101
"['knife', 'take']","['4', '0']",22920,22890,22921,P06_101
"['chilli', 'cut']","['69', '7']",22947,22907,23446,P06_101
"['knife', 'put']","['4', '1']",23585,23558,23589,P06_101
"['chilli', 'take']","['69', '0']",23608,23585,23628,P06_101
"['chilli', 'insert']","['69', '5']",23683,23619,23710,P06_101
"['knife', 'take']","['4', '0']",23733,23717,23783,P06_101
"['chilli', 'cut']","['69', '7']",23835,23780,24392,P06_101
"['rubbish', 'take']","['54', '0']",24445,24419,24479,P06_101
"['rubbish', 'insert']","['54', '5']",24533,24484,24565,P06_101
"['fridge', 'close']","['12', '4']",1833,1799,1867,P06_101
"['chilli', 'cut']","['69', '7']",24696,24686,26165,P06_101
"['board:chopping', 'take']","['18', '0']",26235,26178,26235,P06_101
"['food', 'scrape']","['34', '25']",26308,26242,26648,P06_101
"['board:chopping', 'put']","['18', '1']",26708,26342,26719,P06_101
"['pan', 'mix']","['5', '10']",26760,26728,26960,P06_101
"['hob', 'adjust']","['24', '17']",26983,26957,27035,P06_101
"['pepper', 'take']","['37', '0']",28070,28013,28080,P06_101
"['pepper', 'cut']","['37', '7']",28223,28102,29197,P06_101
"['vegetable', 'put']","['94', '1']",2020,1990,2025,P06_101
"['pepper', 'take']","['37', '0']",29221,29191,29262,P06_101
"['pepper', 'cut']","['37', '7']",29335,29323,29846,P06_101
"['pan', 'mix']","['5', '10']",31734,31683,32094,P06_101
"['knife', 'take']","['4', '0']",32159,32117,32202,P06_101
"['board:chopping', 'take']","['18', '0']",32210,32175,32256,P06_101
"['pepper', 'scrape']","['37', '25']",32296,32255,32452,P06_101
"['board:chopping', 'put']","['18', '1']",32508,32451,32516,P06_101
"['pepper', 'take']","['37', '0']",32522,32505,32538,P06_101
"['pepper', 'cut']","['37', '7']",32583,32543,33202,P06_101
"['knife', 'take']","['4', '0']",33696,33688,33744,P06_101
"['pepper', 'cut']","['37', '7']",33759,33695,34260,P06_101
"['pepper', 'take']","['37', '0']",33896,33859,33911,P06_101
"['pepper', 'insert']","['37', '5']",33935,33916,33953,P06_101
"['pepper', 'cut']","['37', '7']",34021,34003,36374,P06_101
"['board:chopping', 'take']","['18', '0']",36434,36391,36467,P06_101
"['pepper', 'scrape']","['37', '25']",36496,36472,36704,P06_101
"['board:chopping', 'put']","['18', '1']",36758,36740,36778,P06_101
"['pan', 'mix']","['5', '10']",36821,36781,37207,P06_101
"['board:chopping', 'put']","['18', '1']",2258,2247,2286,P06_101
"['salt', 'take']","['38', '0']",37233,37210,37242,P06_101
"['salt', 'insert']","['38', '5']",37396,37374,37430,P06_101
"['pan', 'scrape']","['5', '25']",37534,37442,37565,P06_101
"['cupboard', 'open']","['3', '3']",37597,37565,37615,P06_101
"['pepper', 'take']","['37', '0']",37661,37630,37666,P06_101
"['pepper', 'pour']","['37', '9']",37834,37818,37935,P06_101
"['lid', 'take']","['6', '0']",37996,37984,38001,P06_101
"['drawer', 'open']","['8', '3']",2308,2306,2353,P06_101
"['lid', 'put']","['6', '1']",38009,38008,38097,P06_101
"['pepper', 'insert']","['37', '5']",38184,38167,38200,P06_101
"['cupboard', 'close']","['3', '4']",38221,38205,38246,P06_101
"['pan', 'mix']","['5', '10']",38271,38250,39137,P06_101
"['cupboard', 'open']","['3', '3']",39321,39308,39393,P06_101
"['tomato', 'take']","['43', '0']",39434,39387,39497,P06_101
"['tomato', 'take']","['43', '0']",39572,39502,39661,P06_101
"['cupboard', 'close']","['3', '4']",39796,39612,39816,P06_101
"['cupboard', 'open']","['3', '3']",40021,40005,40051,P06_101
"['colander', 'take']","['39', '0']",40158,40040,40179,P06_101
"['knife', 'take']","['4', '0']",2433,2374,2454,P06_101
"['can', 'shake']","['61', '15']",40346,40282,40370,P06_101
"['can', 'open']","['61', '3']",40434,40372,40736,P06_101
"['tomato', 'pour']","['43', '9']",40796,40756,41073,P06_101
"['pan', 'mix']","['5', '10']",41208,41165,41828,P06_101
"['can', 'take']","['61', '0']",41896,41833,41902,P06_101
"['can', 'shake']","['61', '15']",41922,41895,41941,P06_101
"['can', 'open']","['61', '3']",41996,41930,42177,P06_101
"['tomato', 'pour']","['43', '9']",42283,42218,42537,P06_101
"['can', 'put']","['61', '1']",42571,42523,42578,P06_101
"['pan', 'mix']","['5', '10']",42635,42583,42940,P06_101
"['knife', 'check']","['4', '24']",2495,2482,2554,P06_101
"['can', 'take']","['61', '0']",43059,42945,43091,P06_101
"['drawer', 'open']","['8', '3']",43221,43164,43246,P06_101
"['foil', 'move']","['123', '11']",43434,43366,43504,P06_101
"['drawer', 'close']","['8', '4']",43524,43495,43554,P06_101
"['bowl', 'move']","['7', '11']",43608,43547,43650,P06_101
"['can', 'take']","['61', '0']",44033,43977,44033,P06_101
"['pepper', 'take']","['37', '0']",322,290,630,P06_101
"['whetstone', 'take']","['212', '0']",2683,2564,2723,P06_101
"['can', 'open']","['61', '3']",44408,44340,44538,P06_101
"['bean', 'pour']","['214', '9']",44571,44542,44871,P06_101
"['can', 'put']","['61', '1']",44934,44888,44976,P06_101
"['can', 'take']","['61', '0']",45084,44943,45105,P06_101
"['can', 'shake']","['61', '15']",45159,45137,45197,P06_101
"['can', 'open']","['61', '3']",45233,45187,45654,P06_101
"['bean', 'pour']","['214', '9']",45734,45686,45959,P06_101
"['can', 'put']","['61', '1']",45971,45964,45994,P06_101
"['spoon', 'take']","['1', '0']",2770,2755,2801,P06_101
"['colander', 'shake']","['39', '15']",46046,46022,46152,P06_101
"['plug', 'move']","['153', '11']",46183,46145,46195,P06_101
"['tap', 'turn-on']","['0', '6']",46234,46210,46274,P06_101
"['colander', 'shake']","['39', '15']",46445,46340,46486,P06_101
"['tap', 'adjust']","['0', '17']",46595,46491,46627,P06_101
"['colander', 'shake']","['39', '15']",46696,46665,46875,P06_101
"['bean', 'pour']","['214', '9']",46945,46894,47080,P06_101
"['pan', 'mix']","['5', '10']",47108,47098,47388,P06_101
"['drawer', 'close']","['8', '4']",2808,2799,2835,P06_101
"['colander', 'insert']","['39', '5']",47471,47388,47480,P06_101
"['pan', 'mix']","['5', '10']",47558,47513,47994,P06_101
"['chocolate', 'take']","['188', '0']",48333,48282,48356,P06_101
"['chocolate', 'insert']","['188', '5']",48647,48631,48768,P06_101
"['chocolate', 'break']","['188', '30']",48884,48773,48930,P06_101
"['chocolate', 'break']","['188', '30']",49070,48926,49116,P06_101
"['chocolate', 'insert']","['188', '5']",49133,49093,49439,P06_101
"['chocolate', 'take']","['188', '0']",49571,49435,49665,P06_101
"['spoon', 'put']","['1', '1']",2859,2850,2900,P06_101
"['chocolate', 'put']","['188', '1']",49734,49636,49815,P06_101
"['pan', 'mix']","['5', '10']",49946,49904,50226,P06_101
"['spice', 'look']","['85', '38']",50747,50619,50769,P06_101
"['pot', 'open']","['29', '3']",50821,50753,50873,P06_101
"['lid', 'put']","['6', '1']",50909,50872,50932,P06_101
"['spice', 'pour']","['85', '9']",51058,50937,51227,P06_101
"['knife', 'sharpen']","['4', '58']",2984,2930,3335,P06_101
"['spice', 'insert']","['85', '5']",51258,51230,51309,P06_101
"['lid', 'put']","['6', '1']",51396,51314,51492,P06_101
"['stock', 'take']","['95', '0']",51522,51407,51737,P06_101
"['stock', 'insert']","['95', '5']",51971,51932,51983,P06_101
"['pot', 'open']","['29', '3']",52071,52037,52071,P06_101
"['bag', 'open']","['19', '3']",52308,52282,52341,P06_101
"['spice', 'pour']","['85', '9']",52534,52494,52659,P06_101
"['bag', 'close']","['19', '4']",52783,52745,52833,P06_101
"['lid', 'put']","['6', '1']",52946,52936,52999,P06_101
"['knife', 'rub']","['4', '55']",3358,3340,3397,P06_101
"['can', 'take']","['61', '0']",53959,53951,53989,P06_101
"['can', 'put']","['61', '1']",54095,54073,54115,P06_101
"['lid', 'take']","['6', '0']",54195,54155,54222,P06_101
"['lid', 'insert']","['6', '5']",54283,54226,54290,P06_101
"['stock', 'unwrap']","['95', '84']",54470,54355,54833,P06_101
"['can', 'shake']","['61', '15']",54958,54913,54962,P06_101
"['can', 'open']","['61', '3']",55020,54960,55123,P06_101
"['drawer', 'open']","['8', '3']",3433,3402,3478,P06_101
"['tomato', 'pour']","['43', '9']",55208,55124,55329,P06_101
"['can', 'close']","['61', '4']",55460,55420,55488,P06_101
"['pan', 'mix']","['5', '10']",55583,55551,56003,P06_101
"['stock', 'take']","['95', '0']",56083,56017,56089,P06_101
"['stock', 'unwrap']","['95', '84']",56183,56083,56470,P06_101
"['knife', 'take']","['4', '0']",56521,56502,56534,P06_101
"['stock', 'cut']","['95', '7']",56635,56539,57000,P06_101
"['board:chopping', 'take']","['18', '0']",57033,57004,57059,P06_101
"['stock', 'scrape']","['95', '25']",57133,57064,57178,P06_101
"['board:chopping', 'put']","['18', '1']",57258,57211,57278,P06_101
"['whetstone', 'put']","['212', '1']",3495,3465,3556,P06_101
"['pan', 'mix']","['5', '10']",57308,57268,58123,P06_101
"['lid', 'take']","['6', '0']",58145,58117,58182,P06_101
"['lid', 'put']","['6', '1']",58270,58219,58307,P06_101
"['hob', 'adjust']","['24', '17']",58385,58327,58392,P06_101
"['spoon', 'put']","['1', '1']",58483,58424,58510,P06_101
"['potato', 'take']","['30', '0']",58683,58519,58752,P06_101
"['knife', 'take']","['4', '0']",58849,58822,58908,P06_101
"['potato', 'cut']","['30', '7']",58958,58913,61155,P06_101
"['drawer', 'close']","['8', '4']",3558,3552,3598,P06_101
"['oven', 'turn-on']","['46', '6']",61258,61160,62424,P06_101
"['oven', 'open']","['46', '3']",62449,62408,62496,P06_101
"['tray', 'remove']","['35', '12']",62620,62461,62646,P06_101
"['tray', 'put']","['35', '1']",63370,63282,63379,P06_101
"['knife', 'take']","['4', '0']",63445,63352,63455,P06_101
"['board:chopping', 'scrape']","['18', '25']",63533,63454,63550,P06_101
"['potato', 'cut']","['30', '7']",63608,63550,64874,P06_101
"['board:chopping', 'scrape']","['18', '25']",64924,64870,64952,P06_101
"['potato', 'cut']","['30', '7']",65045,64944,65134,P06_101
"['knife', 'put']","['4', '1']",3620,3604,3631,P06_101
"['potato', 'take']","['30', '0']",65220,65194,65292,P06_101
"['potato', 'cut']","['30', '7']",65295,65236,67769,P06_101
"['board:chopping', 'scrape']","['18', '25']",67862,67774,67960,P06_101
"['potato', 'cut']","['30', '7']",68033,67987,69477,P06_101
"['board:chopping', 'take']","['18', '0']",69570,69542,69588,P06_101
"['cupboard', 'open']","['3', '3']",69887,69862,69967,P06_101
"['pan', 'take']","['5', '0']",70473,70189,70482,P06_101
"['cupboard', 'open']","['3', '3']",3695,3636,3736,P06_101
"['cupboard', 'close']","['3', '4']",70633,70622,70667,P06_101
"['pan', 'put']","['5', '1']",70870,70768,70873,P06_101
"['lid', 'put']","['6', '1']",70908,70869,70945,P06_101
"['knife', 'take']","['4', '0']",71033,70900,71050,P06_101
"['potato', 'cut']","['30', '7']",71145,71016,71979,P06_101
"['potato', 'cut']","['30', '7']",72120,72059,72546,P06_101
"['potato', 'insert']","['30', '5']",72570,72526,72624,P06_101
"['potato', 'cut']","['30', '7']",72699,72629,73399,P06_101
"['potato', 'insert']","['30', '5']",73458,73404,73510,P06_101
"['pan', 'take']","['5', '0']",3983,3961,4038,P06_101
"['potato', 'cut']","['30', '7']",73608,73484,73934,P06_101
"['potato', 'insert']","['30', '5']",74061,73961,74207,P06_101
"['potato', 'cut']","['30', '7']",74358,74201,74855,P06_101
"['potato', 'insert']","['30', '5']",75345,75280,75390,P06_101
"['potato', 'cut']","['30', '7']",75545,75395,75892,P06_101
"['potato', 'insert']","['30', '5']",75937,75897,75968,P06_101
"['potato', 'cut']","['30', '7']",76083,75973,76389,P06_101
"['potato', 'insert']","['30', '5']",76420,76361,76429,P06_101
"['pan', 'put']","['5', '1']",4108,4102,4141,P06_101
"['knife', 'put']","['4', '1']",76470,76429,76479,P06_101
"['spice', 'pour']","['85', '9']",76683,76575,76884,P06_101
"['spice', 'insert']","['85', '5']",76921,76876,76957,P06_101
"['lid', 'put']","['6', '1']",77071,77050,77159,P06_101
"['package', 'pour']","['26', '9']",77358,77319,77533,P06_101
"['bag', 'wrap']","['19', '36']",77699,77534,77730,P06_101
"['bag', 'insert']","['19', '5']",77786,77732,77805,P06_101
