class,class_index,start_frame,stop_frame,video_id,point
Diving,7,16259,16591,video_validation_0000209,16489
Diving,7,672,840,video_validation_0000210,683
Diving,7,855,1041,video_validation_0000210,842
Diving,7,1404,1524,video_validation_0000210,1547
Diving,7,1881,2001,video_validation_0000210,1924
Diving,7,2361,2445,video_validation_0000210,2410
Diving,7,2589,2706,video_validation_0000210,2709
FrisbeeCatch,8,33,222,video_validation_0000261,108
FrisbeeCatch,8,345,561,video_validation_0000261,492
FrisbeeCatch,8,21,123,video_validation_0000262,36
FrisbeeCatch,8,171,408,video_validation_0000262,218
FrisbeeCatch,8,483,570,video_validation_0000262,552
FrisbeeCatch,8,645,717,video_validation_0000262,739
FrisbeeCatch,8,717,768,video_validation_0000262,753
FrisbeeCatch,8,816,921,video_validation_0000262,850
FrisbeeCatch,8,6,33,video_validation_0000263,34
FrisbeeCatch,8,66,93,video_validation_0000263,47
FrisbeeCatch,8,228,306,video_validation_0000263,218
FrisbeeCatch,8,330,558,video_validation_0000263,563
FrisbeeCatch,8,576,723,video_validation_0000263,617
FrisbeeCatch,8,825,900,video_validation_0000263,850
FrisbeeCatch,8,1122,1299,video_validation_0000263,1157
FrisbeeCatch,8,1782,1821,video_validation_0000264,1754
FrisbeeCatch,8,1821,1851,video_validation_0000264,1842
FrisbeeCatch,8,1854,1896,video_validation_0000264,1906
FrisbeeCatch,8,1884,1935,video_validation_0000264,1928
FrisbeeCatch,8,2010,2046,video_validation_0000264,1981
FrisbeeCatch,8,2049,2076,video_validation_0000264,2040
FrisbeeCatch,8,2061,2100,video_validation_0000264,2062
FrisbeeCatch,8,2082,2121,video_validation_0000264,2089
FrisbeeCatch,8,2232,2271,video_validation_0000264,2201
FrisbeeCatch,8,2640,2745,video_validation_0000264,2710
FrisbeeCatch,8,5373,5490,video_validation_0000264,5473
FrisbeeCatch,8,6327,6402,video_validation_0000264,6304
FrisbeeCatch,8,6402,6474,video_validation_0000264,6463
FrisbeeCatch,8,162,234,video_validation_0000265,200
FrisbeeCatch,8,249,294,video_validation_0000265,293
FrisbeeCatch,8,318,378,video_validation_0000265,376
FrisbeeCatch,8,417,495,video_validation_0000265,398
FrisbeeCatch,8,498,555,video_validation_0000265,519
FrisbeeCatch,8,576,624,video_validation_0000265,606
FrisbeeCatch,8,633,681,video_validation_0000265,683
FrisbeeCatch,8,690,723,video_validation_0000265,711
FrisbeeCatch,8,729,804,video_validation_0000265,722
FrisbeeCatch,8,819,867,video_validation_0000265,855
FrisbeeCatch,8,876,936,video_validation_0000265,933
FrisbeeCatch,8,948,1002,video_validation_0000265,982
FrisbeeCatch,8,1023,1080,video_validation_0000265,1021
FrisbeeCatch,8,1086,1524,video_validation_0000265,1366
FrisbeeCatch,8,288,366,video_validation_0000266,266
FrisbeeCatch,8,372,654,video_validation_0000266,539
FrisbeeCatch,8,660,876,video_validation_0000266,846
FrisbeeCatch,8,1221,1299,video_validation_0000266,1195
FrisbeeCatch,8,1626,1725,video_validation_0000266,1710
FrisbeeCatch,8,1764,1869,video_validation_0000266,1762
FrisbeeCatch,8,1896,2001,video_validation_0000266,1949
FrisbeeCatch,8,2034,2109,video_validation_0000266,2063
BaseballPitch,0,2184,2292,video_validation_0000266,2247
FrisbeeCatch,8,2715,2760,video_validation_0000266,2694
FrisbeeCatch,8,2781,2829,video_validation_0000266,2841
FrisbeeCatch,8,3816,3894,video_validation_0000266,3821
FrisbeeCatch,8,3897,4065,video_validation_0000266,4006
FrisbeeCatch,8,4137,4446,video_validation_0000266,4123
FrisbeeCatch,8,2766,2814,video_validation_0000267,2830
FrisbeeCatch,8,2814,2874,video_validation_0000267,2899
FrisbeeCatch,8,2874,2913,video_validation_0000267,2923
FrisbeeCatch,8,2913,2970,video_validation_0000267,2940
FrisbeeCatch,8,2970,3012,video_validation_0000267,2950
FrisbeeCatch,8,3018,3069,video_validation_0000267,3018
FrisbeeCatch,8,3069,3111,video_validation_0000267,3110
FrisbeeCatch,8,3111,3156,video_validation_0000267,3124
FrisbeeCatch,8,3156,3192,video_validation_0000267,3147
FrisbeeCatch,8,3192,3234,video_validation_0000267,3213
FrisbeeCatch,8,3252,3273,video_validation_0000267,3224
FrisbeeCatch,8,3273,3360,video_validation_0000267,3247
FrisbeeCatch,8,3366,3441,video_validation_0000267,3358
FrisbeeCatch,8,3447,3516,video_validation_0000267,3505
FrisbeeCatch,8,3783,3828,video_validation_0000267,3785
FrisbeeCatch,8,3846,3867,video_validation_0000267,3857
FrisbeeCatch,8,4629,4689,video_validation_0000267,4674
FrisbeeCatch,8,5580,5625,video_validation_0000267,5647
FrisbeeCatch,8,5655,5739,video_validation_0000267,5753
FrisbeeCatch,8,5820,5871,video_validation_0000267,5795
FrisbeeCatch,8,5949,5988,video_validation_0000267,5988
FrisbeeCatch,8,6015,6057,video_validation_0000267,6071
FrisbeeCatch,8,6138,6180,video_validation_0000267,6116
FrisbeeCatch,8,6330,6432,video_validation_0000267,6455
FrisbeeCatch,8,6504,6537,video_validation_0000267,6505
FrisbeeCatch,8,6756,6888,video_validation_0000267,6821
FrisbeeCatch,8,7098,7242,video_validation_0000267,7206
FrisbeeCatch,8,7755,7794,video_validation_0000267,7775
FrisbeeCatch,8,8358,8382,video_validation_0000267,8365
FrisbeeCatch,8,8538,8601,video_validation_0000267,8550
FrisbeeCatch,8,8679,8718,video_validation_0000267,8720
FrisbeeCatch,8,10131,10176,video_validation_0000267,10115
FrisbeeCatch,8,10179,10206,video_validation_0000267,10214
FrisbeeCatch,8,10302,10317,video_validation_0000267,10311
FrisbeeCatch,8,10467,10503,video_validation_0000267,10446
FrisbeeCatch,8,10575,10629,video_validation_0000267,10644
FrisbeeCatch,8,10707,10737,video_validation_0000267,10710
FrisbeeCatch,8,10749,10773,video_validation_0000267,10733
FrisbeeCatch,8,10788,10815,video_validation_0000267,10808
FrisbeeCatch,8,10833,10869,video_validation_0000267,10858
FrisbeeCatch,8,10881,10911,video_validation_0000267,10913
FrisbeeCatch,8,7155,7488,video_validation_0000268,7197
FrisbeeCatch,8,69,369,video_validation_0000269,384
FrisbeeCatch,8,447,483,video_validation_0000269,489
FrisbeeCatch,8,540,573,video_validation_0000269,542
FrisbeeCatch,8,795,882,video_validation_0000270,813
FrisbeeCatch,8,903,1092,video_validation_0000270,1096
FrisbeeCatch,8,1440,1731,video_validation_0000270,1630
GolfSwing,9,5091,5259,video_validation_0000281,5108
GolfSwing,9,6648,6759,video_validation_0000281,6617
GolfSwing,9,231,465,video_validation_0000282,293
GolfSwing,9,879,972,video_validation_0000282,858
GolfSwing,9,984,1074,video_validation_0000282,1058
GolfSwing,9,1,69,video_validation_0000283,77
GolfSwing,9,333,1839,video_validation_0000283,899
GolfSwing,9,390,576,video_validation_0000284,530
GolfSwing,9,672,1281,video_validation_0000284,877
GolfSwing,9,1317,1410,video_validation_0000284,1324
GolfSwing,9,1428,1524,video_validation_0000284,1426
GolfSwing,9,2226,2454,video_validation_0000285,2448
GolfSwing,9,5172,5358,video_validation_0000286,5372
GolfSwing,9,876,1005,video_validation_0000287,1007
GolfSwing,9,1197,1347,video_validation_0000287,1280
GolfSwing,9,1737,1914,video_validation_0000287,1890
GolfSwing,9,2319,2661,video_validation_0000287,2659
GolfSwing,9,2385,2520,video_validation_0000288,2373
GolfSwing,9,3174,3276,video_validation_0000288,3200
GolfSwing,9,90,777,video_validation_0000289,680
GolfSwing,9,984,3699,video_validation_0000289,2330
GolfSwing,9,78,174,video_validation_0000290,89
GolfSwing,9,309,1302,video_validation_0000290,600
GolfSwing,9,1365,1617,video_validation_0000290,1388
GolfSwing,9,1665,1809,video_validation_0000290,1756
GolfSwing,9,1890,1968,video_validation_0000290,1960
HammerThrow,10,1,38,video_validation_0000311,40
HammerThrow,10,348,538,video_validation_0000311,421
HammerThrow,10,1385,1590,video_validation_0000311,1410
HammerThrow,10,1882,2035,video_validation_0000311,1900
HammerThrow,10,2372,2535,video_validation_0000311,2462
HammerThrow,10,2880,3125,video_validation_0000311,3127
HammerThrow,10,3483,3745,video_validation_0000311,3655
HammerThrow,10,4478,4652,video_validation_0000311,4618
HammerThrow,10,4960,5165,video_validation_0000311,5063
HammerThrow,10,5180,5338,video_validation_0000311,5222
HammerThrow,10,6100,6328,video_validation_0000311,6284
HammerThrow,10,6655,6840,video_validation_0000311,6799
HammerThrow,10,7735,8005,video_validation_0000311,7840
HammerThrow,10,8370,8610,video_validation_0000311,8531
HammerThrow,10,8630,8795,video_validation_0000311,8710
HammerThrow,10,8928,9118,video_validation_0000311,9118
HammerThrow,10,9442,9645,video_validation_0000311,9421
HammerThrow,10,9655,9825,video_validation_0000311,9747
HammerThrow,10,10490,10742,video_validation_0000311,10723
HammerThrow,10,11165,11410,video_validation_0000311,11349
HammerThrow,10,11420,11662,video_validation_0000311,11587
HammerThrow,10,12745,13025,video_validation_0000311,12744
HammerThrow,10,13325,13522,video_validation_0000311,13450
HammerThrow,10,14120,14348,video_validation_0000311,14309
HammerThrow,10,14675,14868,video_validation_0000311,14782
HammerThrow,10,15145,15278,video_validation_0000311,15294
HammerThrow,10,15885,16120,video_validation_0000311,16146
HammerThrow,10,16525,16712,video_validation_0000311,16638
HammerThrow,10,16932,17130,video_validation_0000311,17022
HammerThrow,10,66,315,video_validation_0000312,178
HammerThrow,10,588,816,video_validation_0000312,668
HammerThrow,10,1464,1659,video_validation_0000312,1457
HammerThrow,10,306,621,video_validation_0000313,275
HammerThrow,10,750,870,video_validation_0000313,739
HammerThrow,10,1092,1362,video_validation_0000313,1382
HammerThrow,10,1560,1866,video_validation_0000313,1585
HammerThrow,10,2220,2457,video_validation_0000313,2334
HammerThrow,10,1,273,video_validation_0000314,182
HammerThrow,10,336,611,video_validation_0000314,365
HammerThrow,10,635,902,video_validation_0000314,788
HammerThrow,10,947,1145,video_validation_0000314,1084
HammerThrow,10,1199,1472,video_validation_0000314,1425
HammerThrow,10,1490,1759,video_validation_0000314,1755
HammerThrow,10,1879,2116,video_validation_0000314,1998
HammerThrow,10,2218,2461,video_validation_0000314,2422
HammerThrow,10,2526,2763,video_validation_0000314,2751
HammerThrow,10,2787,2997,video_validation_0000314,2774
HammerThrow,10,3039,3309,video_validation_0000314,3055
HammerThrow,10,3369,3575,video_validation_0000314,3488
HammerThrow,10,3611,3902,video_validation_0000314,3602
HammerThrow,10,3992,4205,video_validation_0000314,4168
HammerThrow,10,4232,4457,video_validation_0000314,4347
HammerThrow,10,4484,4714,video_validation_0000314,4572
HammerThrow,10,4825,5065,video_validation_0000314,4987
HammerThrow,10,5200,5470,video_validation_0000314,5258
HammerThrow,10,5488,5700,video_validation_0000314,5598
HammerThrow,10,5739,5964,video_validation_0000314,5733
HammerThrow,10,5994,6294,video_validation_0000314,6322
HammerThrow,10,6444,6653,video_validation_0000314,6620
HammerThrow,10,6680,6857,video_validation_0000314,6710
HammerThrow,10,6890,7070,video_validation_0000314,6938
HammerThrow,10,7193,7451,video_validation_0000314,7208
HammerThrow,10,7481,7636,video_validation_0000314,7566
HammerThrow,10,7681,7885,video_validation_0000314,7653
HammerThrow,10,7915,8134,video_validation_0000314,8103
HammerThrow,10,8227,8473,video_validation_0000314,8484
HammerThrow,10,8619,8850,video_validation_0000314,8602
HammerThrow,10,8862,9081,video_validation_0000314,8852
HammerThrow,10,9114,9444,video_validation_0000314,9403
HammerThrow,10,9483,9797,video_validation_0000314,9724
HammerThrow,10,9884,10136,video_validation_0000314,10019
HammerThrow,10,10196,10334,video_validation_0000314,10280
HammerThrow,10,10367,10618,video_validation_0000314,10435
HammerThrow,10,10624,10867,video_validation_0000314,10608
HammerThrow,10,10921,11134,video_validation_0000314,10945
HammerThrow,10,11200,11422,video_validation_0000314,11274
HammerThrow,10,11583,11787,video_validation_0000314,11637
HammerThrow,10,11802,12069,video_validation_0000314,11896
HammerThrow,10,12120,12333,video_validation_0000314,12101
HammerThrow,10,12387,12608,video_validation_0000314,12384
HammerThrow,10,12632,12830,video_validation_0000314,12677
HammerThrow,10,12896,13094,video_validation_0000314,12943
HammerThrow,10,13106,13307,video_validation_0000314,13244
HammerThrow,10,13394,13564,video_validation_0000314,13462
HammerThrow,10,13633,13873,video_validation_0000314,13807
HammerThrow,10,13930,14104,video_validation_0000314,14110
HammerThrow,10,14155,14356,video_validation_0000314,14278
HammerThrow,10,14449,14679,video_validation_0000314,14704
HammerThrow,10,14712,14916,video_validation_0000314,14859
HammerThrow,10,15081,15294,video_validation_0000314,15134
HammerThrow,10,15315,15590,video_validation_0000314,15603
HammerThrow,10,15671,15830,video_validation_0000314,15688
HammerThrow,10,15923,16124,video_validation_0000314,16025
HammerThrow,10,16130,16406,video_validation_0000314,16284
HammerThrow,10,16463,16642,video_validation_0000314,16668
HammerThrow,10,16702,16900,video_validation_0000314,16734
HammerThrow,10,16915,17128,video_validation_0000314,16884
HammerThrow,10,17149,17452,video_validation_0000314,17457
HammerThrow,10,17467,17727,video_validation_0000314,17651
HammerThrow,10,17805,18009,video_validation_0000314,18010
HammerThrow,10,18051,18264,video_validation_0000314,18132
HammerThrow,10,18321,18557,video_validation_0000314,18397
HammerThrow,10,18617,18764,video_validation_0000314,18727
HammerThrow,10,18785,18992,video_validation_0000314,18919
HammerThrow,10,19034,19211,video_validation_0000314,19072
HammerThrow,10,19265,19430,video_validation_0000314,19387
HammerThrow,10,19519,19735,video_validation_0000314,19514
HammerThrow,10,19813,20050,video_validation_0000314,19803
HammerThrow,10,20179,20422,video_validation_0000314,20199
HammerThrow,10,20511,20664,video_validation_0000314,20518
HammerThrow,10,20676,20952,video_validation_0000314,20856
HammerThrow,10,21009,21183,video_validation_0000314,21010
HammerThrow,10,21207,21390,video_validation_0000314,21356
HammerThrow,10,21426,21650,video_validation_0000314,21428
HammerThrow,10,21794,21998,video_validation_0000314,21839
HammerThrow,10,22019,22232,video_validation_0000314,22066
HammerThrow,10,22262,22496,video_validation_0000314,22496
HammerThrow,10,22723,22924,video_validation_0000314,22952
HammerThrow,10,22951,23086,video_validation_0000314,23048
HammerThrow,10,23095,23299,video_validation_0000314,23170
HammerThrow,10,23404,23631,video_validation_0000314,23604
HammerThrow,10,23709,23901,video_validation_0000314,23711
HammerThrow,10,23991,24195,video_validation_0000314,24209
HammerThrow,10,24333,24554,video_validation_0000314,24444
HammerThrow,10,24650,24854,video_validation_0000314,24687
HammerThrow,10,24947,25139,video_validation_0000314,25112
HammerThrow,10,25301,25448,video_validation_0000314,25302
HammerThrow,10,25478,25708,video_validation_0000314,25456
HammerThrow,10,25741,25951,video_validation_0000314,25938
HammerThrow,10,26071,26257,video_validation_0000314,26266
HammerThrow,10,26374,26577,video_validation_0000314,26343
HammerThrow,10,26625,26862,video_validation_0000314,26753
HammerThrow,10,144,453,video_validation_0000315,190
HammerThrow,10,726,936,video_validation_0000315,909
HammerThrow,10,1233,1524,video_validation_0000315,1228
HammerThrow,10,1776,2022,video_validation_0000315,1759
HammerThrow,10,2250,2526,video_validation_0000315,2336
HammerThrow,10,2835,3018,video_validation_0000315,2983
HammerThrow,10,3603,3834,video_validation_0000315,3786
HammerThrow,10,5001,5259,video_validation_0000316,5091
HammerThrow,10,5277,5391,video_validation_0000316,5358
HammerThrow,10,5421,5688,video_validation_0000316,5555
HammerThrow,10,5703,5796,video_validation_0000316,5756
HammerThrow,10,5829,5910,video_validation_0000316,5859
HammerThrow,10,5943,6039,video_validation_0000316,5969
HammerThrow,10,165,483,video_validation_0000317,511
HammerThrow,10,1608,1710,video_validation_0000317,1581
HammerThrow,10,1818,2067,video_validation_0000317,2024
HammerThrow,10,3006,3087,video_validation_0000317,3017
HammerThrow,10,3156,3375,video_validation_0000317,3300
HammerThrow,10,4113,4239,video_validation_0000317,4222
HammerThrow,10,4533,4785,video_validation_0000317,4799
HammerThrow,10,5925,6063,video_validation_0000317,6050
HammerThrow,10,690,849,video_validation_0000318,874
HammerThrow,10,867,1029,video_validation_0000318,916
HammerThrow,10,1191,1362,video_validation_0000318,1366
HammerThrow,10,1389,1560,video_validation_0000318,1503
HammerThrow,10,1566,1734,video_validation_0000318,1558
HammerThrow,10,1758,1905,video_validation_0000318,1805
HammerThrow,10,1914,2064,video_validation_0000318,2025
HammerThrow,10,2097,2232,video_validation_0000318,2237
HammerThrow,10,2244,2370,video_validation_0000318,2353
HammerThrow,10,2385,2541,video_validation_0000318,2428
HammerThrow,10,2673,2910,video_validation_0000318,2692
HammerThrow,10,2919,3120,video_validation_0000318,3069
HammerThrow,10,3141,3258,video_validation_0000318,3201
HammerThrow,10,3273,3450,video_validation_0000318,3249
HammerThrow,10,3507,3651,video_validation_0000318,3587
HammerThrow,10,3663,3774,video_validation_0000318,3668
HammerThrow,10,3939,4230,video_validation_0000318,4009
HammerThrow,10,4263,4662,video_validation_0000318,4362
HammerThrow,10,4794,4947,video_validation_0000318,4956
HammerThrow,10,4974,5139,video_validation_0000318,5017
HammerThrow,10,5148,5235,video_validation_0000318,5247
HammerThrow,10,5262,5415,video_validation_0000318,5262
HammerThrow,10,5427,5601,video_validation_0000318,5518
HammerThrow,10,126,267,video_validation_0000319,283
HammerThrow,10,534,732,video_validation_0000319,691
HammerThrow,10,1326,1491,video_validation_0000319,1475
HammerThrow,10,1893,2061,video_validation_0000319,1862
HammerThrow,10,2805,2931,video_validation_0000319,2935
HammerThrow,10,3483,3639,video_validation_0000319,3540
HammerThrow,10,5079,5238,video_validation_0000319,5251
HammerThrow,10,5610,5913,video_validation_0000319,5874
HammerThrow,10,6846,6957,video_validation_0000319,6895
HammerThrow,10,7554,7695,video_validation_0000319,7631
HammerThrow,10,927,1101,video_validation_0000320,1056
HammerThrow,10,1461,1620,video_validation_0000320,1562
HammerThrow,10,3132,3378,video_validation_0000320,3212
HammerThrow,10,3888,4377,video_validation_0000320,4215
HammerThrow,10,4881,5115,video_validation_0000320,4935
HammerThrow,10,6513,6651,video_validation_0000320,6543
HammerThrow,10,7002,7095,video_validation_0000320,7120
HammerThrow,10,8130,8328,video_validation_0000320,8117
HammerThrow,10,8748,8952,video_validation_0000320,8748
HammerThrow,10,11031,11220,video_validation_0000320,11149
HammerThrow,10,11739,11991,video_validation_0000320,12007
HammerThrow,10,14187,14388,video_validation_0000320,14383
HammerThrow,10,14754,15012,video_validation_0000320,14995
HighJump,11,2238,2358,video_validation_0000361,2273
HighJump,11,3057,3204,video_validation_0000361,3202
HighJump,11,3375,3495,video_validation_0000361,3487
HighJump,11,3522,3675,video_validation_0000361,3615
HighJump,11,3810,3981,video_validation_0000361,3873
HighJump,11,4566,4623,video_validation_0000361,4587
HighJump,11,4719,4824,video_validation_0000361,4830
HighJump,11,4827,4917,video_validation_0000361,4910
HighJump,11,5163,5511,video_validation_0000361,5526
HighJump,11,5664,5781,video_validation_0000361,5768
HighJump,11,5847,5997,video_validation_0000361,5934
HighJump,11,6120,6240,video_validation_0000361,6226
HighJump,11,6423,6558,video_validation_0000361,6514
HighJump,11,6822,6963,video_validation_0000361,6832
HighJump,11,7071,7179,video_validation_0000361,7206
HighJump,11,7347,7497,video_validation_0000361,7421
HighJump,11,7509,7581,video_validation_0000361,7514
HighJump,11,7731,7845,video_validation_0000361,7832
HighJump,11,7959,8124,video_validation_0000361,7932
HighJump,11,8172,8382,video_validation_0000361,8190
HighJump,11,8415,8577,video_validation_0000361,8532
HighJump,11,8595,8715,video_validation_0000361,8720
HighJump,11,8793,9093,video_validation_0000361,8821
HighJump,11,9111,9264,video_validation_0000361,9175
HighJump,11,9552,9663,video_validation_0000361,9663
HighJump,11,9753,9888,video_validation_0000361,9756
HighJump,11,9924,10032,video_validation_0000361,9947
HighJump,11,10089,10200,video_validation_0000361,10197
HighJump,11,10266,10326,video_validation_0000361,10330
HighJump,11,10404,10533,video_validation_0000361,10468
HighJump,11,10800,10935,video_validation_0000361,10906
HighJump,11,11193,11613,video_validation_0000361,11590
HighJump,11,11835,12015,video_validation_0000361,11939
HighJump,11,12024,12096,video_validation_0000361,12012
HighJump,11,12318,12426,video_validation_0000361,12374
HighJump,11,12438,12573,video_validation_0000361,12514
HighJump,11,12585,12681,video_validation_0000361,12612
HighJump,11,12897,13101,video_validation_0000361,13035
HighJump,11,13269,13425,video_validation_0000361,13366
HighJump,11,13449,13482,video_validation_0000361,13456
HighJump,11,13752,13842,video_validation_0000361,13825
HighJump,11,13959,14169,video_validation_0000361,14131
HighJump,11,14214,14301,video_validation_0000361,14249
HighJump,11,14502,14634,video_validation_0000361,14548
HighJump,11,15165,15303,video_validation_0000361,15272
HighJump,11,15372,15483,video_validation_0000361,15378
HighJump,11,15627,15735,video_validation_0000361,15753
HighJump,11,15930,16080,video_validation_0000361,15922
HighJump,11,17322,17385,video_validation_0000361,17352
HighJump,11,17391,17448,video_validation_0000361,17385
HighJump,11,17514,17547,video_validation_0000361,17491
HighJump,11,17676,17757,video_validation_0000361,17649
HighJump,11,17781,17916,video_validation_0000361,17873
HighJump,11,17928,18150,video_validation_0000361,18037
HighJump,11,18900,19071,video_validation_0000361,18960
HighJump,11,19287,19341,video_validation_0000361,19262
HighJump,11,19380,19449,video_validation_0000361,19407
HighJump,11,20037,20151,video_validation_0000361,20074
HighJump,11,20166,20307,video_validation_0000361,20252
HighJump,11,600,678,video_validation_0000362,647
HighJump,11,684,705,video_validation_0000362,684
HighJump,11,708,756,video_validation_0000362,699
HighJump,11,756,795,video_validation_0000362,765
HighJump,11,813,843,video_validation_0000362,815
HighJump,11,885,912,video_validation_0000362,912
HighJump,11,924,966,video_validation_0000362,941
HighJump,11,984,1050,video_validation_0000362,1002
HighJump,11,1086,1128,video_validation_0000362,1111
HighJump,11,1158,1230,video_validation_0000362,1137
HighJump,11,1344,1374,video_validation_0000362,1332
HighJump,11,1581,1623,video_validation_0000362,1639
HighJump,11,1647,1686,video_validation_0000362,1691
HighJump,11,1698,1740,video_validation_0000362,1698
HighJump,11,1746,1779,video_validation_0000362,1799
HighJump,11,1806,1938,video_validation_0000362,1866
HighJump,11,2151,2202,video_validation_0000362,2229
HighJump,11,2292,2322,video_validation_0000362,2322
HighJump,11,2760,2871,video_validation_0000362,2772
HighJump,11,2880,2961,video_validation_0000362,2962
HighJump,11,3006,3108,video_validation_0000362,3079
HighJump,11,3114,3240,video_validation_0000362,3169
HighJump,11,3582,3735,video_validation_0000362,3607
HighJump,11,3792,3948,video_validation_0000362,3902
HighJump,11,4032,4179,video_validation_0000362,4169
HighJump,11,4239,4422,video_validation_0000362,4334
HighJump,11,4428,4539,video_validation_0000362,4533
HighJump,11,4545,4740,video_validation_0000362,4767
HighJump,11,5007,5163,video_validation_0000362,5124
HighJump,11,5454,5562,video_validation_0000362,5448
HighJump,11,5664,5904,video_validation_0000362,5879
HighJump,11,6069,6228,video_validation_0000362,6151
HighJump,11,6429,6534,video_validation_0000362,6536
HighJump,11,7590,7764,video_validation_0000362,7784
HighJump,11,8046,8160,video_validation_0000362,8027
HighJump,11,9036,9357,video_validation_0000362,9216
HighJump,11,9372,9540,video_validation_0000362,9434
HighJump,11,9546,9603,video_validation_0000362,9599
HighJump,11,9612,9666,video_validation_0000362,9631
HighJump,11,9672,9720,video_validation_0000362,9738
HighJump,11,9972,10014,video_validation_0000362,10010
HighJump,11,10014,10170,video_validation_0000362,10109
HighJump,11,10392,10488,video_validation_0000362,10408
HighJump,11,10488,10584,video_validation_0000362,10477
HighJump,11,10584,10662,video_validation_0000362,10635
HighJump,11,10668,10761,video_validation_0000362,10773
HighJump,11,11412,11505,video_validation_0000362,11505
HighJump,11,11757,11835,video_validation_0000362,11848
HighJump,11,12243,12510,video_validation_0000362,12375
HighJump,11,12882,12993,video_validation_0000362,12930
HighJump,11,13215,13311,video_validation_0000362,13319
HighJump,11,13764,14292,video_validation_0000362,14165
HighJump,11,14514,14700,video_validation_0000362,14527
HighJump,11,14790,14886,video_validation_0000362,14815
HighJump,11,656,824,video_validation_0000363,727
HighJump,11,845,995,video_validation_0000363,889
HighJump,11,1388,1546,video_validation_0000363,1525
HighJump,11,1567,1699,video_validation_0000363,1573
HighJump,11,1744,1861,video_validation_0000363,1826
HighJump,11,1876,2044,video_validation_0000363,1846
HighJump,11,2380,2556,video_validation_0000363,2370
HighJump,11,3036,3195,video_validation_0000363,3113
HighJump,11,3426,3545,video_validation_0000363,3556
HighJump,11,3560,3704,video_validation_0000363,3717
HighJump,11,3950,4103,video_validation_0000363,4049
HighJump,11,4133,4196,video_validation_0000363,4184
HighJump,11,4412,4588,video_validation_0000363,4518
HighJump,11,4678,4759,video_validation_0000363,4729
HighJump,11,5353,5601,video_validation_0000363,5373
HighJump,11,6027,6186,video_validation_0000363,6050
HighJump,11,6195,6288,video_validation_0000363,6246
HighJump,11,6408,6569,video_validation_0000363,6526
HighJump,11,7052,7223,video_validation_0000363,7094
HighJump,11,7594,7687,video_validation_0000363,7631
HighJump,11,8227,8374,video_validation_0000363,8202
HighJump,11,8401,8571,video_validation_0000363,8521
HighJump,11,8688,8808,video_validation_0000363,8781
HighJump,11,8832,8997,video_validation_0000363,8952
HighJump,11,9033,9123,video_validation_0000363,9144
HighJump,11,9333,9498,video_validation_0000363,9423
HighJump,11,9701,9836,video_validation_0000363,9775
HighJump,11,9932,10085,video_validation_0000363,10020
HighJump,11,10121,10199,video_validation_0000363,10126
HighJump,11,10933,11077,video_validation_0000363,10974
HighJump,11,11086,11152,video_validation_0000363,11179
HighJump,11,11167,11326,video_validation_0000363,11238
HighJump,11,11700,11952,video_validation_0000363,11782
HighJump,11,11994,12141,video_validation_0000363,12165
HighJump,11,12171,12267,video_validation_0000363,12269
HighJump,11,12788,12917,video_validation_0000363,12922
HighJump,11,13091,13256,video_validation_0000363,13244
HighJump,11,13265,13334,video_validation_0000363,13320
HighJump,11,13660,13723,video_validation_0000363,13731
HighJump,11,13741,13840,video_validation_0000363,13848
HighJump,11,13870,13981,video_validation_0000363,13940
HighJump,11,13993,14137,video_validation_0000363,14149
HighJump,11,14188,14341,video_validation_0000363,14307
HighJump,11,14362,14526,video_validation_0000363,14346
HighJump,11,14580,14652,video_validation_0000363,14596
HighJump,11,14784,14871,video_validation_0000363,14821
HighJump,11,15243,15420,video_validation_0000363,15327
HighJump,11,15584,15635,video_validation_0000363,15574
HighJump,11,15677,15812,video_validation_0000363,15661
HighJump,11,15863,15959,video_validation_0000363,15934
HighJump,11,16001,16130,video_validation_0000363,16069
HighJump,11,16385,16516,video_validation_0000363,16378
HighJump,11,16546,16678,video_validation_0000363,16561
HighJump,11,16846,16957,video_validation_0000363,16922
HighJump,11,16978,17101,video_validation_0000363,16971
HighJump,11,17131,17212,video_validation_0000363,17133
HighJump,11,17248,17392,video_validation_0000363,17225
HighJump,11,17401,17479,video_validation_0000363,17411
HighJump,11,17485,17592,video_validation_0000363,17497
HighJump,11,17622,17754,video_validation_0000363,17621
HighJump,11,17766,17829,video_validation_0000363,17855
HighJump,11,17934,18099,video_validation_0000363,18080
HighJump,11,18132,18246,video_validation_0000363,18259
HighJump,11,18300,18417,video_validation_0000363,18360
HighJump,11,18566,18722,video_validation_0000363,18672
HighJump,11,18746,18863,video_validation_0000363,18803
HighJump,11,18875,18959,video_validation_0000363,18950
HighJump,11,18980,19070,video_validation_0000363,19039
HighJump,11,19627,19759,video_validation_0000363,19708
HighJump,11,21255,21426,video_validation_0000363,21410
HighJump,11,21498,21602,video_validation_0000363,21533
HighJump,11,21932,22061,video_validation_0000363,21939
HighJump,11,690,972,video_validation_0000364,762
HighJump,11,1608,1929,video_validation_0000364,1956
HighJump,11,2238,2400,video_validation_0000364,2351
HighJump,11,2595,2745,video_validation_0000364,2694
HighJump,11,2856,2958,video_validation_0000364,2938
HighJump,11,2958,3201,video_validation_0000364,3056
HighJump,11,543,729,video_validation_0000365,734
HighJump,11,888,999,video_validation_0000365,971
