class,class_index,point,start_frame,stop_frame,video_id
"['meat', 'wash']","['28', '2']",2483,2261,2539,P20_01
"['spatula', 'press']","['20', '21']",24691,24689,24813,P20_01
"['container', 'take']","['21', '0']",24832,24812,24858,P20_01
"['salt', 'take']","['38', '0']",24871,24856,24941,P20_01
"['salt', 'pour']","['38', '9']",24936,24934,25187,P20_01
"['lid', 'take']","['6', '0']",25227,25188,25228,P20_01
"['lid', 'close']","['6', '4']",25242,25230,25284,P20_01
"['spatula', 'press']","['20', '21']",25402,25314,25470,P20_01
"['spatula', 'press']","['20', '21']",25685,25473,25719,P20_01
"['spatula', 'press']","['20', '21']",25743,25682,25940,P20_01
"['meat', 'flip']","['28', '22']",26143,26095,26210,P20_01
"['package', 'take']","['26', '0']",2693,2570,2719,P20_01
"['meat', 'mix']","['28', '10']",26271,26228,26371,P20_01
"['spatula', 'press']","['20', '21']",26399,26372,26516,P20_01
"['spatula', 'press']","['20', '21']",26600,26546,26735,P20_01
"['spatula', 'press']","['20', '21']",26808,26738,26832,P20_01
"['spatula', 'press']","['20', '21']",26854,26829,27133,P20_01
"['light', 'turn-on']","['114', '6']",27173,27158,27203,P20_01
"['spatula', 'press']","['20', '21']",27253,27220,27330,P20_01
"['meat', 'flip']","['28', '22']",27367,27348,27611,P20_01
"['spatula', 'press']","['20', '21']",27667,27603,27697,P20_01
"['spatula', 'put']","['20', '1']",27702,27699,27730,P20_01
"['package', 'take']","['26', '0']",2937,2765,3133,P20_01
"['pepper', 'take']","['37', '0']",27822,27794,27829,P20_01
"['pepper', 'put']","['37', '1']",27939,27881,28117,P20_01
"['pepper', 'put']","['37', '1']",28066,28055,28105,P20_01
"['meat', 'flip']","['28', '22']",28237,28133,28391,P20_01
"['spatula', 'put']","['20', '1']",28424,28394,28430,P20_01
"['pepper', 'put']","['37', '1']",28550,28432,28574,P20_01
"['pepper', 'put']","['37', '1']",28468,28455,28547,P20_01
"['pepper', 'put']","['37', '1']",28588,28560,28595,P20_01
"['spatula', 'take']","['20', '0']",28687,28647,28854,P20_01
"['meat', 'move']","['28', '11']",28752,28736,28760,P20_01
"['package', 'take']","['26', '0']",2953,2944,3244,P20_01
"['meat', 'flip']","['28', '22']",28916,28894,28961,P20_01
"['spatula', 'put']","['20', '1']",28990,28985,29023,P20_01
"['pepper', 'take']","['37', '0']",29070,29042,29093,P20_01
"['pepper', 'put']","['37', '1']",29119,29063,29236,P20_01
"['pepper', 'put']","['37', '1']",29128,29097,29138,P20_01
"['pepper', 'put']","['37', '1']",29140,29128,29159,P20_01
"['pepper', 'put']","['37', '1']",29425,29294,29444,P20_01
"['pepper', 'put']","['37', '1']",29338,29299,29448,P20_01
"['pepper', 'put']","['37', '1']",29463,29444,29482,P20_01
"['spatula', 'take']","['20', '0']",29506,29485,29508,P20_01
"['package', 'insert']","['26', '5']",3339,3267,3353,P20_01
"['meat', 'flip']","['28', '22']",29510,29497,29640,P20_01
"['meat', 'flip']","['28', '22']",29547,29497,29580,P20_01
"['spatula', 'press']","['20', '21']",29694,29675,29851,P20_01
"['spatula', 'press']","['20', '21']",29832,29812,29914,P20_01
"['spatula', 'press']","['20', '21']",29984,29873,30131,P20_01
"['meat', 'flip']","['28', '22']",29978,29975,30026,P20_01
"['spatula', 'press']","['20', '21']",30249,30045,30276,P20_01
"['spatula', 'press']","['20', '21']",30190,30134,30222,P20_01
"['spatula', 'press']","['20', '21']",30352,30251,30434,P20_01
"['spatula', 'press']","['20', '21']",30598,30460,30647,P20_01
"['tap', 'turn-on']","['0', '6']",3401,3375,3406,P20_01
"['spatula', 'press']","['20', '21']",30843,30650,31340,P20_01
"['meat', 'flip']","['28', '22']",31335,31327,31500,P20_01
"['meat', 'flip']","['28', '22']",31485,31457,31699,P20_01
"['spatula', 'press']","['20', '21']",31754,31702,31883,P20_01
"['spatula', 'press']","['20', '21']",31807,31806,31886,P20_01
"['spatula', 'press']","['20', '21']",31888,31882,31932,P20_01
"['spatula', 'press']","['20', '21']",32077,31889,32415,P20_01
"['spatula', 'press']","['20', '21']",32007,31988,32045,P20_01
"['spatula', 'press']","['20', '21']",32109,32094,32162,P20_01
"['spatula', 'press']","['20', '21']",32374,32332,32389,P20_01
"['meat', 'wash']","['28', '2']",3473,3398,3475,P20_01
"['meat', 'flip']","['28', '22']",32525,32448,32605,P20_01
"['meat', 'flip']","['28', '22']",32675,32658,32687,P20_01
"['meat', 'flip']","['28', '22']",32816,32690,33183,P20_01
"['spatula', 'press']","['20', '21']",32783,32777,32831,P20_01
"['meat', 'move']","['28', '11']",32961,32909,32971,P20_01
"['meat', 'move']","['28', '11']",33032,33009,33061,P20_01
"['spatula', 'press']","['20', '21']",33617,33599,33665,P20_01
"['meat', 'flip']","['28', '22']",33867,33848,33900,P20_01
"['spatula', 'press']","['20', '21']",33895,33860,34421,P20_01
"['spatula', 'press']","['20', '21']",34433,34350,34443,P20_01
"['freezer', 'open']","['113', '3']",327,319,369,P20_01
"['tap', 'turn-off']","['0', '8']",3447,3439,3463,P20_01
"['spatula', 'press']","['20', '21']",34674,34567,34872,P20_01
"['spatula', 'press']","['20', '21']",34750,34648,34796,P20_01
"['spatula', 'press']","['20', '21']",34800,34799,34984,P20_01
"['meat', 'move']","['28', '11']",35446,35273,35611,P20_01
"['meat', 'flip']","['28', '22']",35747,35614,35871,P20_01
"['spatula', 'press']","['20', '21']",36261,35874,36436,P20_01
"['spatula', 'press']","['20', '21']",36765,35950,36811,P20_01
"['meat', 'move']","['28', '11']",35979,35962,35984,P20_01
"['meat', 'flip']","['28', '22']",36941,36861,36962,P20_01
"['heat', 'adjust']","['65', '17']",36985,36970,37013,P20_01
"['meat', 'check']","['28', '24']",3563,3462,3676,P20_01
"['meat', 'flip']","['28', '22']",37232,37023,37238,P20_01
"['spatula', 'put']","['20', '1']",37431,37391,37472,P20_01
"['drawer', 'open']","['8', '3']",37469,37450,37472,P20_01
"['bowl', 'take']","['7', '0']",37513,37509,37530,P20_01
"['bowl', 'put']","['7', '1']",37549,37542,37558,P20_01
"['bowl', 'take']","['7', '0']",37577,37561,37584,P20_01
"['tap', 'turn-on']","['0', '6']",37629,37612,37638,P20_01
"['bowl', 'wash']","['7', '2']",37667,37637,37719,P20_01
"['tap', 'turn-off']","['0', '8']",37733,37701,37747,P20_01
"['spatula', 'take']","['20', '0']",37838,37827,37845,P20_01
"['tap', 'turn-on']","['0', '6']",3630,3623,3686,P20_01
"['spatula', 'put']","['20', '1']",38048,37877,38052,P20_01
"['bowl', 'put']","['7', '1']",38052,38049,38072,P20_01
"['dishwasher', 'open']","['70', '3']",38134,38132,38186,P20_01
"['dishwasher', 'open']","['70', '3']",38304,38286,38330,P20_01
"['bowl', 'take']","['7', '0']",38395,38381,38427,P20_01
"['dishwasher', 'close']","['70', '4']",38456,38444,38472,P20_01
"['dishwasher', 'close']","['70', '4']",38499,38467,38535,P20_01
"['spatula', 'take']","['20', '0']",38666,38649,38674,P20_01
"['meat', 'take']","['28', '0']",38779,38677,38786,P20_01
"['meat', 'put']","['28', '1']",38831,38822,38930,P20_01
"['meat', 'wash']","['28', '2']",3756,3707,3759,P20_01
"['bowl', 'put']","['7', '1']",39116,39102,39181,P20_01
"['spatula', 'put']","['20', '1']",39172,39156,39193,P20_01
"['fork', 'take']","['14', '0']",39291,39287,39314,P20_01
"['bowl', 'take']","['7', '0']",39358,39330,39359,P20_01
"['bowl', 'put']","['7', '1']",39375,39375,39408,P20_01
"['meat', 'rip']","['28', '43']",39871,39430,40033,P20_01
"['meat', 'rip']","['28', '43']",39555,39482,39608,P20_01
"['meat', 'rip']","['28', '43']",39943,39685,40035,P20_01
"['spatula', 'put']","['20', '1']",40043,40038,40083,P20_01
"['knife', 'take']","['4', '0']",40106,40090,40127,P20_01
"['tap', 'turn-off']","['0', '8']",3764,3741,3766,P20_01
"['meat', 'cut']","['28', '7']",40289,40127,40346,P20_01
"['meat', 'cut']","['28', '7']",40364,40349,40396,P20_01
"['meat', 'cut']","['28', '7']",40419,40399,40511,P20_01
"['knife', 'put']","['4', '1']",40543,40524,40565,P20_01
"['spatula', 'take']","['20', '0']",40610,40579,40615,P20_01
"['meat', 'take']","['28', '0']",40683,40665,40702,P20_01
"['bowl', 'insert']","['7', '5']",40736,40675,40740,P20_01
"['bowl', 'put']","['7', '1']",40808,40795,40828,P20_01
"['spatula', 'put']","['20', '1']",40858,40831,40893,P20_01
"['bowl', 'take']","['7', '0']",40949,40896,40966,P20_01
"['drawer', 'open']","['8', '3']",3957,3924,3983,P20_01
"['spatula', 'take']","['20', '0']",40980,40969,41020,P20_01
"['meat', 'take']","['28', '0']",41067,41023,41072,P20_01
"['meat', 'insert']","['28', '5']",41099,41067,41106,P20_01
"['meat', 'adjust']","['28', '17']",41204,41109,41215,P20_01
"['spatula', 'put']","['20', '1']",41221,41202,41282,P20_01
"['salad', 'finish']","['68', '80']",41322,41297,41330,P20_01
"['bowl', 'take']","['7', '0']",4007,3987,4041,P20_01
"['meat', 'insert']","['28', '5']",4082,4051,4084,P20_01
"['container', 'take']","['21', '0']",4238,4203,4251,P20_01
"['container', 'put']","['21', '1']",4240,4234,4265,P20_01
"['drawer', 'open']","['8', '3']",386,382,414,P20_01
"['bowl', 'put']","['7', '1']",4278,4268,4302,P20_01
"['drawer', 'open']","['8', '3']",4414,4406,4450,P20_01
"['pan', 'take']","['5', '0']",4465,4453,4494,P20_01
"['tap', 'turn-on']","['0', '6']",4581,4575,4594,P20_01
"['pan', 'wash']","['5', '2']",4627,4587,4698,P20_01
"['tap', 'turn-off']","['0', '8']",4710,4701,4728,P20_01
"['pan', 'put']","['5', '1']",4848,4815,4849,P20_01
"['hob', 'turn-on']","['24', '6']",4862,4857,4914,P20_01
"['tap', 'turn-on']","['0', '6']",4970,4958,4974,P20_01
"['hand', 'wash']","['11', '2']",4996,4977,5000,P20_01
"['meat', 'take']","['28', '0']",453,433,482,P20_01
"['tap', 'turn-off']","['0', '8']",5007,5003,5021,P20_01
"['oil', 'take']","['31', '0']",5199,5188,5224,P20_01
"['lid', 'remove']","['6', '12']",5266,5226,5270,P20_01
"['oil', 'pour']","['31', '9']",5433,5326,5453,P20_01
"['lid', 'take']","['6', '0']",5534,5513,5562,P20_01
"['lid', 'put']","['6', '1']",5616,5565,5623,P20_01
"['pan', 'mix']","['5', '10']",5706,5706,5825,P20_01
"['lid', 'remove']","['6', '12']",6003,5942,6006,P20_01
"['milk', 'take']","['64', '0']",6023,6011,6042,P20_01
"['milk', 'pour']","['64', '9']",6045,6044,6198,P20_01
"['meat', 'take']","['28', '0']",491,456,499,P20_01
"['milk', 'pour']","['64', '9']",6264,6171,6316,P20_01
"['lid', 'put']","['6', '1']",6422,6319,6487,P20_01
"['milk', 'take']","['64', '0']",6550,6485,6553,P20_01
"['fridge', 'open']","['12', '3']",6618,6576,6620,P20_01
"['milk', 'insert']","['64', '5']",6691,6636,6715,P20_01
"['bag', 'take']","['19', '0']",6841,6828,6879,P20_01
"['fridge', 'close']","['12', '4']",6955,6950,6979,P20_01
"['drawer', 'open']","['8', '3']",6979,6968,7022,P20_01
"['drawer', 'close']","['8', '4']",7079,7077,7109,P20_01
"['sauce', 'put']","['47', '1']",7212,7159,7243,P20_01
"['meat', 'take']","['28', '0']",488,487,520,P20_01
"['pepper', 'move']","['37', '11']",7266,7246,7273,P20_01
"['scissors', 'move']","['79', '11']",7281,7271,7295,P20_01
"['salad', 'move']","['68', '11']",7314,7295,7320,P20_01
"['meat', 'put']","['28', '1']",7333,7323,7348,P20_01
"['fridge', 'open']","['12', '3']",7417,7376,7433,P20_01
"['salad', 'take']","['68', '0']",7557,7406,7579,P20_01
"['salad', 'insert']","['68', '5']",7684,7680,7751,P20_01
"['fridge', 'close']","['12', '4']",7859,7754,7874,P20_01
"['pan', 'take']","['5', '0']",7925,7923,7960,P20_01
"['pan', 'mix']","['5', '10']",7986,7963,7992,P20_01
"['meat', 'take']","['28', '0']",645,575,759,P20_01
"['pan', 'put']","['5', '1']",8036,7995,8050,P20_01
"['milk', 'take']","['64', '0']",8103,8080,8127,P20_01
"['milk', 'drink']","['64', '60']",8149,8128,8180,P20_01
"['milk', 'put']","['64', '1']",8192,8178,8213,P20_01
"['drawer', 'open']","['8', '3']",8289,8249,8320,P20_01
"['drawer', 'take']","['8', '0']",8341,8302,8358,P20_01
"['bowl', 'take']","['7', '0']",8364,8332,8406,P20_01
"['bowl', 'put']","['7', '1']",8391,8355,8400,P20_01
"['bowl', 'take']","['7', '0']",8403,8398,8419,P20_01
"['tap', 'turn-on']","['0', '6']",8483,8453,8524,P20_01
"['meat', 'look']","['28', '38']",754,753,843,P20_01
"['bowl', 'wash']","['7', '2']",8541,8504,8587,P20_01
"['tap', 'turn-off']","['0', '8']",8567,8567,8597,P20_01
"['bowl', 'shake']","['7', '15']",8639,8598,8663,P20_01
"['bag', 'fold']","['19', '28']",8897,8730,9278,P20_01
"['bowl', 'put']","['7', '1']",8749,8731,8792,P20_01
"['bag', 'pour']","['19', '9']",9069,8871,9218,P20_01
"['bag', 'put']","['19', '1']",9308,9281,9321,P20_01
"['sauce', 'open']","['47', '3']",9421,9346,9424,P20_01
"['sauce', 'pour']","['47', '9']",9524,9428,9569,P20_01
"['plate', 'take']","['2', '0']",22,1,112,P20_02
"['fork', 'take']","['14', '0']",145,112,159,P20_02
"['plate', 'take']","['2', '0']",1157,1131,1195,P20_02
"['drawer', 'open']","['8', '3']",11290,11284,11373,P20_02
"['plate', 'put']","['2', '1']",11448,11377,11476,P20_02
"['pan', 'take']","['5', '0']",11572,11533,11597,P20_02
"['drawer', 'open']","['8', '3']",11658,11600,11661,P20_02
"['pan', 'put']","['5', '1']",11748,11668,11768,P20_02
"['drawer', 'close']","['8', '4']",11833,11773,11867,P20_02
"['bowl', 'take']","['7', '0']",11871,11870,11915,P20_02
"['drawer', 'open']","['8', '3']",12041,12020,12062,P20_02
"['bowl', 'put']","['7', '1']",12097,12071,12116,P20_02
"['drawer', 'close']","['8', '4']",12133,12117,12162,P20_02
"['plate', 'put']","['2', '1']",1289,1248,1298,P20_02
"['dishwasher', 'open']","['70', '3']",12223,12221,12251,P20_02
"['dishwasher', 'open']","['70', '3']",12282,12269,12307,P20_02
"['knife', 'insert']","['4', '5']",12340,12310,12355,P20_02
"['dishwasher', 'close']","['70', '4']",12388,12386,12403,P20_02
"['cup', 'insert']","['13', '5']",12518,12503,12548,P20_02
"['chair', 'move']","['182', '11']",12753,12724,12784,P20_02
"['plate', 'take']","['2', '0']",1308,1299,1349,P20_02
"['plate', 'put']","['2', '1']",1343,1336,1372,P20_02
"['chair', 'move']","['182', '11']",1445,1407,1460,P20_02
"['cup', 'take']","['13', '0']",1490,1463,1496,P20_02
"['cup', 'put']","['13', '1']",1528,1518,1573,P20_02
"['tap', 'turn-on']","['0', '6']",1659,1587,1661,P20_02
"['hand', 'wash']","['11', '2']",1655,1655,1690,P20_02
"['hand', 'wash']","['11', '2']",1762,1727,1797,P20_02
"['bin', 'move']","['36', '11']",190,161,236,P20_02
"['cloth', 'take']","['17', '0']",1820,1818,1845,P20_02
"['cloth', 'wash']","['17', '2']",1893,1872,1923,P20_02
"['cloth', 'wash']","['17', '2']",1947,1880,1990,P20_02
"['cloth', 'squeeze']","['17', '18']",2005,1993,2046,P20_02
"['cloth', 'put']","['17', '1']",2051,2042,2069,P20_02
"['knife', 'take']","['4', '0']",2093,2071,2101,P20_02
"['knife', 'wash']","['4', '2']",2117,2104,2451,P20_02
"['knife', 'wash']","['4', '2']",2315,2186,2502,P20_02
"['knife', 'wash']","['4', '2']",2435,2405,2503,P20_02
"['cloth', 'wash']","['17', '2']",2550,2507,2561,P20_02
"['plate', 'take']","['2', '0']",678,592,679,P20_02
"['bowl', 'take']","['7', '0']",2686,2674,2699,P20_02
"['bowl', 'wash']","['7', '2']",2788,2728,2915,P20_02
"['bowl', 'wash']","['7', '2']",3127,2918,3140,P20_02
"['bowl', 'wash']","['7', '2']",3102,3065,3200,P20_02
"['bowl', 'put']","['7', '1']",3315,3293,3388,P20_02
"['cup', 'take']","['13', '0']",3426,3403,3427,P20_02
"['cup', 'wash']","['13', '2']",3699,3461,3872,P20_02
"['cup', 'wash']","['13', '2']",3778,3483,3833,P20_02
"['cloth', 'squeeze']","['17', '18']",4085,3957,4119,P20_02
"['plate', 'take']","['2', '0']",4151,4142,4170,P20_02
"['plate', 'take']","['2', '0']",635,626,666,P20_02
"['plate', 'wash']","['2', '2']",4314,4198,4325,P20_02
"['plate', 'wash']","['2', '2']",4396,4286,4415,P20_02
"['plate', 'wash']","['2', '2']",4455,4406,4548,P20_02
"['plate', 'put']","['2', '1']",4671,4573,4705,P20_02
"['plate', 'take']","['2', '0']",4742,4708,4762,P20_02
"['plate', 'wash']","['2', '2']",4836,4782,4902,P20_02
"['plate', 'wash']","['2', '2']",4941,4905,5075,P20_02
"['plate', 'wash']","['2', '2']",5026,4945,5071,P20_02
"['cloth', 'squeeze']","['17', '18']",5110,5067,5147,P20_02
"['plate', 'put']","['2', '1']",5168,5164,5202,P20_02
"['plate', 'put']","['2', '1']",758,669,764,P20_02
"['plate', 'take']","['2', '0']",5233,5205,5286,P20_02
"['liquid:washing', 'take']","['22', '0']",5328,5283,5390,P20_02
"['liquid:washing', 'apply']","['22', '27']",5316,5305,5390,P20_02
"['plate', 'wash']","['2', '2']",5677,5387,5685,P20_02
"['plate', 'wash']","['2', '2']",5595,5564,5729,P20_02
"['plate', 'wash']","['2', '2']",5865,5732,5867,P20_02
"['plate', 'wash']","['2', '2']",5986,5910,6052,P20_02
"['plate', 'put']","['2', '1']",6124,6109,6234,P20_02
"['plate', 'put']","['2', '1']",6257,6237,6271,P20_02
"['plate', 'take']","['2', '0']",6287,6241,6313,P20_02
"['plate', 'take']","['2', '0']",857,682,958,P20_02
"['plate', 'wash']","['2', '2']",6385,6332,6418,P20_02
"['plate', 'wash']","['2', '2']",6480,6398,6618,P20_02
"['plate', 'take']","['2', '0']",6801,6792,6820,P20_02
"['plate', 'put']","['2', '1']",6863,6823,6865,P20_02
"['plate', 'put']","['2', '1']",6866,6848,6902,P20_02
"['spatula', 'wash']","['20', '2']",6949,6921,7276,P20_02
"['spatula', 'wash']","['20', '2']",7211,6930,7415,P20_02
"['spatula', 'wash']","['20', '2']",7266,7034,7404,P20_02
"['cloth', 'put']","['17', '1']",7569,7555,7583,P20_02
"['spatula', 'hang']","['20', '41']",7606,7580,7652,P20_02
"['fork', 'put']","['14', '1']",754,749,778,P20_02
"['pan', 'take']","['5', '0']",7713,7642,7718,P20_02
"['cloth', 'wash']","['17', '2']",7771,7713,7819,P20_02
"['cloth', 'wash']","['17', '2']",7886,7822,7977,P20_02
"['cloth', 'wash']","['17', '2']",7978,7922,8113,P20_02
"['pan', 'wash']","['5', '2']",8137,8116,8290,P20_02
"['cloth', 'wash']","['17', '2']",8382,8293,8388,P20_02
"['liquid:washing', 'take']","['22', '0']",8454,8438,8476,P20_02
"['liquid:washing', 'apply']","['22', '27']",8481,8474,8545,P20_02
"['pan', 'wash']","['5', '2']",8662,8598,8781,P20_02
"['pan', 'wash']","['5', '2']",8891,8771,8924,P20_02
"['fork', 'take']","['14', '0']",815,802,839,P20_02
"['pan', 'wash']","['5', '2']",9036,8966,9058,P20_02
"['pan', 'wash']","['5', '2']",9163,9061,9165,P20_02
"['tap', 'turn-off']","['0', '8']",9264,9253,9275,P20_02
"['cloth', 'squeeze']","['17', '18']",9358,9280,9404,P20_02
"['pan', 'wash']","['5', '2']",9683,9407,9726,P20_02
"['pan', 'put']","['5', '1']",9750,9729,9782,P20_02
"['cloth', 'wash']","['17', '2']",10013,9871,10039,P20_02
"['cloth', 'put']","['17', '1']",10091,10070,10092,P20_02
"['glass', 'take']","['10', '0']",10098,10095,10118,P20_02
"['glass', 'put']","['10', '1']",10139,10129,10159,P20_02
"['knife', 'put']","['4', '1']",1042,1033,1120,P20_02
"['tap', 'turn-on']","['0', '6']",10164,10153,10182,P20_02
"['liquid:washing', 'take']","['22', '0']",10223,10201,10232,P20_02
"['liquid:washing', 'apply']","['22', '27']",10285,10250,10303,P20_02
"['hand', 'rub']","['11', '55']",10358,10328,10366,P20_02
"['hand', 'wash']","['11', '2']",10408,10376,10451,P20_02
"['hand', 'wash']","['11', '2']",10728,10410,10774,P20_02
"['hand', 'wash']","['11', '2']",10550,10462,10574,P20_02
"['hand', 'wash']","['11', '2']",10720,10475,10759,P20_02
"['tap', 'turn-off']","['0', '8']",10774,10735,10775,P20_02
"['plate', 'take']","['2', '0']",11025,11004,11054,P20_02
"['drawer', 'open']","['8', '3']",128,75,135,P20_03
"['bowl', 'take']","['7', '0']",173,146,191,P20_03
"['bowl', 'take']","['7', '0']",954,947,972,P20_03
"['bowl', 'put']","['7', '1']",982,971,998,P20_03
"['box', 'put']","['23', '1']",1040,1009,1049,P20_03
"['box', 'close']","['23', '4']",1050,1019,1123,P20_03
"['box', 'move']","['23', '11']",1161,1149,1169,P20_03
"['fridge', 'open']","['12', '3']",1219,1211,1227,P20_03
"['milk', 'take']","['64', '0']",1293,1262,1298,P20_03
"['fridge', 'close']","['12', '4']",1335,1316,1343,P20_03
"['milk', 'put']","['64', '1']",1365,1361,1387,P20_03
"['cap', 'open']","['118', '3']",1512,1381,1530,P20_03
"['drawer', 'close']","['8', '4']",211,183,221,P20_03
"['milk', 'pour']","['64', '9']",1567,1559,1827,P20_03
"['milk', 'close']","['64', '4']",1857,1845,1891,P20_03
"['milk', 'drink']","['64', '60']",1905,1895,1936,P20_03
"['milk', 'close']","['64', '4']",1959,1951,2045,P20_03
"['fridge', 'open']","['12', '3']",2102,2083,2142,P20_03
"['milk', 'insert']","['64', '5']",2254,2156,2256,P20_03
"['fridge', 'close']","['12', '4']",2306,2255,2320,P20_03
"['cupboard', 'open']","['3', '3']",2379,2358,2394,P20_03
"['bread', 'take']","['33', '0']",2411,2396,2502,P20_03
"['bread', 'put']","['33', '1']",2674,2621,2706,P20_03
"['cereal', 'take']","['99', '0']",234,221,258,P20_03
"['fridge', 'open']","['12', '3']",2761,2746,2788,P20_03
"['salami', 'take']","['156', '0']",2815,2793,2848,P20_03
"['bread', 'move']","['33', '11']",2997,2914,3002,P20_03
"['salami', 'put']","['156', '1']",3007,2995,3020,P20_03
"['dishwasher', 'open']","['70', '3']",3131,3105,3147,P20_03
"['dishwasher', 'open']","['70', '3']",3161,3149,3190,P20_03
"['fork', 'take']","['14', '0']",3268,3193,3275,P20_03
"['dishwasher', 'close']","['70', '4']",3287,3278,3315,P20_03
"['fork', 'insert']","['14', '5']",3377,3358,3453,P20_03
"['bowl', 'take']","['7', '0']",3388,3367,3452,P20_03
"['cereal', 'put']","['99', '1']",243,231,306,P20_03
"['chair', 'move']","['182', '11']",3580,3575,3619,P20_03
"['chair', 'transition']","['182', '67']",3704,3621,3711,P20_03
"['scissors', 'take']","['79', '0']",3951,3921,3966,P20_03
"['package', 'cut']","['26', '7']",4011,3950,4130,P20_03
"['salami', 'put']","['156', '1']",4327,4320,4337,P20_03
"['package', 'remove']","['26', '12']",4614,4333,4850,P20_03
"['bread', 'take']","['33', '0']",5047,5025,5069,P20_03
"['salami', 'put']","['156', '1']",5085,5072,5142,P20_03
"['salami', 'take']","['156', '0']",5476,5143,5567,P20_03
"['salami', 'take']","['156', '0']",5412,5167,5567,P20_03
"['bowl', 'put']","['7', '1']",304,288,323,P20_03
"['salami', 'put']","['156', '1']",5620,5583,5644,P20_03
"['package', 'close']","['26', '4']",5858,5758,5877,P20_03
"['bread', 'move']","['33', '11']",5932,5917,6017,P20_03
"['salami', 'put']","['156', '1']",6023,6021,6068,P20_03
"['fridge', 'open']","['12', '3']",6095,6090,6137,P20_03
"['salami', 'take']","['156', '0']",6180,6162,6190,P20_03
"['salami', 'insert']","['156', '5']",6206,6197,6245,P20_03
"['fridge', 'close']","['12', '4']",6280,6270,6331,P20_03
"['box', 'open']","['23', '3']",378,327,444,P20_03
"['box', 'open']","['23', '3']",633,447,679,P20_03
"['cereal', 'pour']","['99', '9']",740,705,967,P20_03
"['cereal', 'pour']","['99', '9']",726,713,854,P20_03
"['tap', 'turn-on']","['0', '6']",50,1,62,P20_04
"['hand', 'wash']","['11', '2']",79,65,110,P20_04
"['freezer', 'close']","['113', '4']",877,837,900,P20_04
"['dishwasher', 'close']","['70', '4']",11715,11712,11727,P20_04
"['bowl', 'take']","['7', '0']",11799,11741,11800,P20_04
"['bowl', 'put']","['7', '1']",11833,11811,11849,P20_04
"['meat', 'take']","['28', '0']",11863,11827,11897,P20_04
"['meat', 'cut']","['28', '7']",12063,11889,12085,P20_04
"['meat', 'move']","['28', '11']",12310,12271,12476,P20_04
"['meat', 'cut']","['28', '7']",12552,12526,12821,P20_04
"['meat', 'cut']","['28', '7']",12995,12923,13717,P20_04
"['meat', 'move']","['28', '11']",13732,13729,13788,P20_04
"['meat', 'move']","['28', '11']",13798,13785,13838,P20_04
"['package', 'open']","['26', '3']",979,978,1103,P20_04
"['meat', 'cut']","['28', '7']",14038,14037,14207,P20_04
"['meat', 'cut']","['28', '7']",14260,14152,14303,P20_04
"['meat', 'cut']","['28', '7']",14564,14412,14603,P20_04
"['meat', 'take']","['28', '0']",14760,14741,14837,P20_04
"['meat', 'insert']","['28', '5']",15185,14760,15283,P20_04
"['meat', 'put']","['28', '1']",14807,14798,14835,P20_04
"['meat', 'take']","['28', '0']",15005,14864,15029,P20_04
"['knife', 'put']","['4', '1']",15298,15186,15338,P20_04
"['bowl', 'take']","['7', '0']",15349,15341,15360,P20_04
"['bowl', 'put']","['7', '1']",15379,15363,15432,P20_04
"['package', 'peel']","['26', '19']",1202,1124,1214,P20_04
"['tap', 'turn-on']","['0', '6']",15456,15435,15462,P20_04
"['hand', 'wash']","['11', '2']",15475,15459,15479,P20_04
"['tap', 'turn-off']","['0', '8']",15505,15482,15506,P20_04
"['bowl', 'take']","['7', '0']",15514,15499,15534,P20_04
"['bowl', 'put']","['7', '1']",15576,15537,15577,P20_04
"['cloth', 'take']","['17', '0']",15582,15580,15612,P20_04
"['cloth', 'put']","['17', '1']",15591,15589,15633,P20_04
"['drawer', 'open']","['8', '3']",15723,15721,15751,P20_04
"['sauce', 'put']","['47', '1']",15929,15766,16038,P20_04
"['sauce', 'put']","['47', '1']",15969,15960,16114,P20_04
"['bin', 'move']","['36', '11']",1319,1292,1329,P20_04
"['sauce', 'close']","['47', '4']",16176,16134,16232,P20_04
"['sauce', 'put']","['47', '1']",16248,16224,16298,P20_04
"['pepper', 'take']","['37', '0']",16372,16319,16382,P20_04
"['pepper', 'crush']","['37', '49']",16443,16436,16618,P20_04
"['pepper', 'put']","['37', '1']",16646,16609,16647,P20_04
"['meat', 'move']","['28', '11']",16924,16702,17343,P20_04
"['tap', 'turn-on']","['0', '6']",17488,17462,17553,P20_04
"['hand', 'wash']","['11', '2']",17580,17552,17581,P20_04
"['tap', 'turn-off']","['0', '8']",17581,17576,17596,P20_04
"['bowl', 'take']","['7', '0']",17607,17599,17768,P20_04
"['package', 'insert']","['26', '5']",1413,1370,1415,P20_04
"['bowl', 'put']","['7', '1']",17815,17771,17908,P20_04
"['drawer', 'open']","['8', '3']",17919,17911,17981,P20_04
"['bowl', 'take']","['7', '0']",18000,17984,18031,P20_04
"['bowl', 'put']","['7', '1']",18074,18034,18089,P20_04
"['tap', 'turn-on']","['0', '6']",18098,18092,18113,P20_04
"['tap', 'turn-off']","['0', '8']",18156,18094,18264,P20_04
"['hand', 'wash']","['11', '2']",18119,18114,18151,P20_04
"['cupboard', 'open']","['3', '3']",18337,18316,18364,P20_04
"['sauce', 'take']","['47', '0']",18398,18398,18432,P20_04
"['lid', 'open']","['6', '3']",18518,18448,18536,P20_04
